,feature,class
744,"[ 6.4166180e+02  1.8433365e+02 -2.2568316e+01  5.5783105e+00
  3.6247265e+01 -1.6197285e+01 -1.2360790e+01  6.2393456e+00
 -1.0267905e+01 -5.5840120e+00  4.4179124e-01 -8.7839499e+00
 -7.4380690e-01  1.7548783e+00 -7.6118178e+00 -1.8683995e+00
 -9.1845810e-01 -8.1212206e+00 -2.2044842e+00 -1.5114185e+00
 -8.7738686e+00 -4.6075459e+00 -2.2629638e+00 -6.4452252e+00
 -4.4265966e+00 -4.0782952e+00 -6.2856374e+00 -3.3385389e+00
 -3.1378596e+00 -5.1857066e+00 -3.6517770e+00 -4.4901862e+00
 -5.6059442e+00 -3.2358630e+00 -3.5825758e+00 -4.5542998e+00
 -2.9090924e+00 -3.4959431e+00 -4.1968431e+00 -2.3806040e+00]",akash
745,"[-382.75595    184.98415    -18.01661      3.8364108   34.62672
  -14.107866   -12.985291     5.172951    -8.692552    -5.7693005
   -0.7510841   -8.129787    -0.6249551    1.3005507   -7.2283864
   -2.1053576   -1.2621983   -7.6429763   -2.33899     -1.8149573
   -8.483442    -4.8796325   -2.601953    -6.0959306   -4.3653655
   -4.1968923   -6.2241945   -3.5940073   -3.1507087   -4.864538
   -3.9082143   -4.7531657   -5.3254395   -3.1486683   -3.6278772
   -4.4212213   -2.9279175   -3.488208    -4.1275935   -2.598214 ]",akash
746,"[-383.57663     185.64684     -18.383612      3.7477593    34.656944
  -14.29412     -12.939932      5.295611     -8.759365     -5.7389507
   -0.67354727   -8.1847725    -0.6471097     1.2962712    -7.28322
   -2.0811546    -1.2089441    -7.637527     -2.2912297    -1.7684876
   -8.512691     -4.918188     -2.636844     -6.1442432    -4.392988
   -4.2143483    -6.2507496    -3.6136658    -3.1484454    -4.8293705
   -3.8792386    -4.779982     -5.3662276    -3.1637123    -3.6496127
   -4.4561057    -2.957364     -3.5163589    -4.144618     -2.598806  ]",akash
747,"[-380.35095    187.52309    -14.203722     4.8064585   36.301876
  -11.318882   -12.708613     5.032142    -7.7802467   -6.0982275
   -1.3350984   -8.016179    -1.2991264    0.894007    -6.610513
   -2.325192    -2.233194    -8.082148    -2.3076932   -1.4838264
   -8.302319    -5.108933    -2.6724973   -6.3876195   -5.0008793
   -4.057943    -5.9429364   -4.242316    -3.5238798   -4.5881243
   -4.1491327   -5.260992    -5.593112    -3.6056287   -4.114869
   -4.781781    -3.4770603   -3.8038623   -3.8440783   -2.0714102]",akash
748,"[-400.42737     179.76584     -13.206019      5.323831     30.798624
  -16.99505     -13.045661      4.4265924   -12.995916     -8.025319
    2.9209733    -6.221511     -2.6312923     1.3336842    -7.7557573
   -5.099219     -1.233678     -7.076543     -5.5392685    -3.6427176
   -7.247662     -4.7439313    -3.737817     -7.3709917    -5.148273
   -3.4704268    -5.93475      -4.970714     -4.360421     -5.8210487
   -4.4974184    -3.9183795    -5.0040402    -4.23812      -3.889057
   -3.919565     -2.2868626    -0.87466025    0.6900591     2.8124578 ]",akash
749,"[-4.1159811e+02  1.7820940e+02 -4.1480188e+00  5.3219776e+00
  3.4134483e+01 -4.6177669e+00 -7.7358718e+00  3.7388954e+00
 -1.0815945e+01 -6.7891884e+00  8.0078536e-01 -9.2773962e+00
 -3.9125943e+00  3.8950338e+00 -4.6051278e+00 -3.2550027e+00
  1.3974996e+00 -5.5735645e+00 -4.4630156e+00  3.4556401e-01
 -4.9175177e+00 -5.6265030e+00 -2.2078297e+00 -4.8489933e+00
 -4.5285153e+00 -2.3782721e+00 -5.3385086e+00 -5.2918139e+00
 -2.8920686e+00 -4.5049462e+00 -4.4679317e+00 -2.7810664e+00
 -4.2028337e+00 -4.5604029e+00 -3.3271759e+00 -4.0353856e+00
 -4.2918558e+00 -3.5722353e+00 -3.7747545e+00 -3.5276451e+00]",akash
750,"[-4.0884073e+02  1.8168143e+02 -8.9152308e+00  6.0597601e+00
  3.1998819e+01 -1.1765988e+01 -1.0590721e+01  2.7064476e+00
 -1.2427473e+01 -7.0337291e+00  2.8452259e-01 -7.7599721e+00
 -1.0727381e+00  2.4594588e+00 -6.5166945e+00 -3.3707447e+00
 -1.0967622e+00 -6.6864767e+00 -3.5974491e+00 -2.6417036e+00
 -7.2470560e+00 -4.2883148e+00 -2.8828437e+00 -6.0935779e+00
 -4.5491018e+00 -4.2319727e+00 -5.8756022e+00 -3.8029299e+00
 -3.8413723e+00 -5.3400536e+00 -3.9441645e+00 -4.3536615e+00
 -5.1504765e+00 -3.5836873e+00 -4.0576181e+00 -4.7922292e+00
 -3.4654963e+00 -3.6202171e+00 -3.8817124e+00 -2.6753407e+00]",akash
751,"[ 6.5737115e+02  1.8576770e+02 -3.5489990e+01 -4.2512965e+00
  2.8621101e+01 -2.5961710e+01 -1.6487038e+01  5.6144462e+00
 -1.5951250e+01 -1.1168100e+01 -2.6904251e-02 -1.0414333e+01
 -5.0949278e+00 -8.7710664e-02 -7.6785507e+00 -3.8418093e+00
 -3.3366249e+00 -8.8053913e+00 -2.9367189e+00 -3.3089721e+00
 -9.1653271e+00 -3.0221252e+00 -1.2366610e+00 -6.1412878e+00
 -3.2924478e+00 -2.6800041e+00 -5.3375454e+00 -2.9976482e+00
 -4.3106732e+00 -7.0425148e+00 -4.3182249e+00 -4.7012644e+00
 -6.5068798e+00 -4.1403399e+00 -4.1994524e+00 -5.2615380e+00
 -3.8228791e+00 -4.7478838e+00 -5.5413551e+00 -3.7713983e+00]",akash
752,"[-365.5537      185.94508     -33.749886     -5.059993     28.145792
  -25.122814    -16.940338      5.3893385   -15.286922    -11.647033
   -0.37591314   -9.8582535    -5.41358      -0.4576263    -7.261757
   -4.0378857    -3.7032614    -8.599036     -3.0975623    -3.5393202
   -8.984089     -3.1728568    -1.4481953    -6.0284586    -3.4468758
   -2.904719     -5.2984767    -3.0596805    -4.3806033    -7.0433354
   -4.4569745    -4.739111     -6.4920454    -4.3053226    -4.245007
   -5.2381153    -3.9646585    -4.791327     -5.5639687    -3.9430993 ]",akash
753,"[-365.59937     186.6224      -34.090122     -4.996897     28.165028
  -25.171974    -16.86157       5.3432307   -15.414392    -11.614707
   -0.36917216   -9.890828     -5.367919     -0.49046904   -7.3147945
   -3.985679     -3.7078886    -8.634815     -3.0424898    -3.5240884
   -9.008947     -3.1457832    -1.4421138    -6.0246396    -3.3916001
   -2.8896368    -5.329063     -3.0742643    -4.388557     -7.034592
   -4.445236     -4.756032     -6.4973655    -4.297379     -4.2543035
   -5.233463     -3.9491866    -4.786899     -5.5466976    -3.9308667 ]",akash
754,"[-378.4832     196.06247    -25.832489    -3.7902565   21.061749
  -26.813152   -11.269117     8.351665   -18.455608   -15.78208
   -3.390164   -14.039255   -10.228151    -2.1490092   -6.184589
   -4.015652    -4.4525886   -7.8883257   -2.1455386   -2.7726123
   -7.0584      -2.2019832   -3.4780164   -8.140746    -3.3300245
   -2.6012886   -6.563852    -4.4779935   -4.2385097   -6.0855017
   -3.983887    -4.486371    -6.80617     -5.6868258   -4.5845923
   -3.7817166   -3.4924452   -5.7672677   -6.1723285   -4.548345 ]",akash
755,"[-3.8944226e+02  1.8382982e+02 -1.8835308e+01  8.4783566e-01
  3.1828093e+01 -1.8443933e+01 -1.6571930e+01  4.3699389e+00
 -1.4344562e+01 -1.2640823e+01 -5.5551422e-01 -1.0227435e+01
 -7.2682228e+00 -3.8413146e-01 -7.9445662e+00 -3.8998966e+00
  7.2252703e-01 -8.5188351e+00 -6.1357713e+00 -1.8203497e-02
 -6.9300418e+00 -6.9650555e+00 -1.8925896e+00 -5.3406744e+00
 -4.4152985e+00 -9.8276371e-01 -5.0444727e+00 -4.7132487e+00
 -9.1035587e-01 -3.9493427e+00 -5.2083831e+00 -2.9945602e+00
 -4.9266095e+00 -5.7919068e+00 -4.1391916e+00 -5.1090484e+00
 -5.0906143e+00 -3.5171850e+00 -4.3246975e+00 -4.6473784e+00]",akash
756,"[-3.8172949e+02  1.8506993e+02 -3.1004789e+01 -3.4808287e-01
  2.3972515e+01 -3.1954145e+01 -1.5280990e+01  5.5718617e+00
 -2.1021160e+01 -1.1166928e+01  3.4357002e+00 -1.2314079e+01
 -6.8454490e+00  2.0269759e+00 -9.4492197e+00 -7.6945915e+00
 -2.3700385e+00 -8.1987982e+00 -5.7200403e+00 -3.2362199e+00
 -6.8060198e+00 -3.1474476e+00 -2.3316221e+00 -6.8191133e+00
 -4.1937919e+00 -3.1531477e+00 -6.9696169e+00 -6.2277832e+00
 -5.4249310e+00 -6.3663955e+00 -4.8063002e+00 -4.7388334e+00
 -5.5267916e+00 -4.5518374e+00 -5.2418890e+00 -5.5722203e+00
 -3.7732713e+00 -3.1427901e+00 -1.8731444e+00  9.0970677e-01]",akash
757,"[-3.8564108e+02  1.8388281e+02 -2.5093924e+01  1.2655225e+00
  2.6578959e+01 -2.6958179e+01 -1.6175734e+01  3.8692245e+00
 -1.8532457e+01 -1.2270545e+01  1.6490631e-01 -1.0997827e+01
 -6.5222907e+00 -2.0368223e-01 -7.2204576e+00 -4.4440589e+00
 -3.5347400e+00 -8.6703472e+00 -3.9472497e+00 -3.7164333e+00
 -8.6073627e+00 -3.7449841e+00 -1.9547254e+00 -5.3892131e+00
 -3.2090063e+00 -3.3621695e+00 -5.2265019e+00 -3.0306313e+00
 -4.7918496e+00 -7.1120782e+00 -4.6348991e+00 -5.2558584e+00
 -6.4449482e+00 -4.0246286e+00 -4.3766456e+00 -5.4580388e+00
 -4.2960105e+00 -5.0824623e+00 -5.3585715e+00 -3.7414494e+00]",akash
758,"[643.03625   166.96222   -28.190668    3.7933316  34.43022   -21.818277
 -18.642885    6.272368  -10.652917  -11.067952   -2.5546288 -10.272115
  -4.379986    0.7271118  -8.259587   -5.378672   -1.2148587  -6.453071
  -4.087513   -2.7920735  -7.7843237  -5.211436   -3.2665935  -6.6102757
  -4.8657417  -3.5501807  -5.14172    -3.391476   -3.7170854  -5.926719
  -4.7660394  -5.5094795  -6.8311234  -4.2143183  -3.649033   -4.893013
  -3.4854162  -3.1688478  -3.7875419  -2.288812 ]",akash
759,"[-3.8188193e+02  1.6760355e+02 -2.5069454e+01  2.2231245e+00
  3.3582306e+01 -2.0055016e+01 -1.9575100e+01  5.3646326e+00
 -9.2860136e+00 -1.1477883e+01 -3.3432312e+00 -9.2930651e+00
 -4.7623863e+00 -2.1852843e-01 -7.5582085e+00 -5.3862042e+00
 -1.8669229e+00 -5.9666648e+00 -4.0272307e+00 -3.2532907e+00
 -7.5573535e+00 -5.4253283e+00 -3.6928473e+00 -6.3083968e+00
 -5.1167946e+00 -4.1275864e+00 -4.9287744e+00 -3.5020998e+00
 -4.1441779e+00 -5.6481013e+00 -4.7602439e+00 -5.9274521e+00
 -6.6586580e+00 -4.1732507e+00 -4.0546908e+00 -4.8330193e+00
 -3.3262918e+00 -3.3222680e+00 -3.7717264e+00 -2.3466747e+00]",akash
760,"[-3.8164700e+02  1.6748279e+02 -2.4921230e+01  2.3401244e+00
  3.3514603e+01 -1.9964211e+01 -1.9445957e+01  5.3938789e+00
 -9.2356567e+00 -1.1481945e+01 -3.4060948e+00 -9.2946529e+00
 -4.7720280e+00 -2.1797943e-01 -7.5163131e+00 -5.4463129e+00
 -1.9580990e+00 -5.9402566e+00 -3.9859624e+00 -3.2303500e+00
 -7.4961085e+00 -5.4182868e+00 -3.7517040e+00 -6.3146467e+00
 -5.0759444e+00 -4.0874529e+00 -4.8831058e+00 -3.4933043e+00
 -4.1863928e+00 -5.6793957e+00 -4.7692871e+00 -5.9383793e+00
 -6.6763902e+00 -4.2085042e+00 -4.0985699e+00 -4.8623061e+00
 -3.3407683e+00 -3.3292887e+00 -3.7719312e+00 -2.3209143e+00]",akash
761,"[-3.8010245e+02  1.9167000e+02 -3.9186485e+01 -3.2903442e-01
  3.8113888e+01 -2.6889030e+01 -2.3971718e+01  5.7977719e+00
 -1.2176953e+01 -1.2700082e+01 -3.3098991e+00 -1.1616480e+01
 -5.0592566e+00  3.6419514e-01 -9.1512165e+00 -6.1406541e+00
 -2.2933679e+00 -7.4150715e+00 -4.4396071e+00 -3.5910165e+00
 -8.2903433e+00 -4.8616266e+00 -3.3100443e+00 -6.7415071e+00
 -4.9698749e+00 -3.9238551e+00 -4.4553409e+00 -2.7111273e+00
 -4.7239199e+00 -6.3897843e+00 -4.3063331e+00 -6.1320052e+00
 -7.3173437e+00 -4.0424709e+00 -4.4897141e+00 -6.0965819e+00
 -4.5681863e+00 -5.0809422e+00 -6.0063014e+00 -4.5170336e+00]",akash
762,"[-403.21945    168.48213    -17.591682     5.235944    38.246506
  -12.169349   -17.652586     3.1822753   -9.173092   -10.083211
   -3.3277097  -10.953429    -5.3191924    1.324105    -7.0749187
   -5.006855    -0.5471173   -7.1580853   -4.476749     0.453522
   -5.757602    -5.870957    -2.0692375   -5.7235684   -5.276595
   -2.4352582   -5.831504    -5.5378146   -2.2731712   -4.285707
   -4.685242    -2.6937761   -4.4270034   -5.5390363   -4.7696166
   -5.4817038   -5.0215235   -3.8103337   -4.2248173   -3.7645028]",akash
763,"[-3.9404889e+02  1.6747214e+02 -2.6429558e+01  8.2202978e+00
  2.9840752e+01 -2.9841980e+01 -1.6625549e+01  8.2084131e+00
 -1.6971405e+01 -1.3594775e+01  1.7466604e+00 -8.3437281e+00
 -5.6316118e+00 -3.3953288e-01 -9.2307816e+00 -5.6411242e+00
 -7.1380007e-01 -7.2651072e+00 -6.3429079e+00 -4.2037954e+00
 -7.5616703e+00 -5.0147691e+00 -3.8691938e+00 -6.9397988e+00
 -4.5565634e+00 -3.3623357e+00 -6.1673608e+00 -5.9166064e+00
 -5.9001870e+00 -6.7952695e+00 -5.2395167e+00 -4.6093831e+00
 -4.5747666e+00 -3.7070417e+00 -4.2106099e+00 -3.5562248e+00
 -1.2690703e+00 -2.7854386e-01  1.6360400e+00  4.1242065e+00]",akash
764,"[-400.0205     169.48758    -23.467798     8.472629    34.262085
  -23.241117   -17.971523     5.29635    -13.163546   -12.385761
   -2.9037783   -9.254666    -3.5599222   -0.4977613   -8.599261
   -4.8152494   -2.1407065   -6.4648337   -3.2961514   -3.7575915
   -7.980141    -4.2018332   -3.6354272   -6.633534    -4.166632
   -4.1706247   -5.4714656   -2.9265425   -4.1423187   -6.2658973
   -4.6134872   -5.667412    -6.753256    -4.3285494   -4.102924
   -4.661285    -3.5213761   -3.7840014   -3.5970993   -1.9615915]",akash
765,"[ 6.29575256e+02  1.69903229e+02 -3.36492729e+01 -6.71071148e+00
  2.64369678e+01 -2.08259220e+01 -1.48947535e+01  3.79425430e+00
 -1.31893396e+01 -8.01896763e+00 -4.85426396e-01 -1.08249035e+01
 -3.81572008e+00  1.60257959e+00 -6.31731033e+00 -2.01234293e+00
 -3.90180230e-01 -6.98283148e+00 -2.88304043e+00 -2.47058082e+00
 -8.40629482e+00 -4.17067194e+00 -2.23172498e+00 -6.41583490e+00
 -4.33440208e+00 -3.62506199e+00 -5.46221972e+00 -2.79338241e+00
 -3.59381771e+00 -6.39932251e+00 -4.30353212e+00 -4.41667271e+00
 -5.89941835e+00 -3.69364429e+00 -3.47251081e+00 -4.16159439e+00
 -2.17275667e+00 -2.17519116e+00 -3.10163713e+00 -1.81454837e+00]",akash
766,"[-397.42398    171.13292    -28.692873    -9.377058    24.59143
  -18.055214   -15.702028     2.366792   -11.536381    -8.432141
   -1.7181301  -10.150681    -4.5034876    0.6836871   -5.504961
   -2.2794654   -1.0416998   -6.447128    -3.196446    -2.9203038
   -7.87121     -4.431272    -2.6592844   -6.2265368   -4.957197
   -4.0741696   -5.047383    -3.1589723   -3.9648573   -6.017733
   -4.696431    -4.964753    -5.6252866   -3.795843    -3.8312452
   -4.1476135   -2.431941    -2.4667912   -3.2781715   -2.3325815]",akash
767,"[-395.82333     170.95183     -28.128435     -9.13738      24.518396
  -17.80501     -15.57468       2.2860994   -11.463488     -8.3751135
   -1.7563874   -10.103332     -4.453159      0.70292246   -5.4216504
   -2.1873431    -0.9718263    -6.379428     -3.177496     -2.9489093
   -7.9169827    -4.47215      -2.654215     -6.188173     -4.899864
   -3.9837668    -4.9825034    -3.145407     -3.9584339    -6.0398383
   -4.731279     -4.9273357    -5.5431504    -3.7395165    -3.7943761
   -4.111387     -2.3808866    -2.4204454    -3.2881553    -2.3537135 ]",akash
768,"[-412.5195      158.60555     -25.490019     -4.317681     24.867327
  -18.424742    -14.886688      3.7929823    -8.463135     -4.9563
   -2.00201     -13.579648     -5.199905      2.9157412    -5.9914465
   -5.0420814    -1.3545935    -4.8239594    -1.8209683    -1.1912512
   -5.890128     -3.3960326    -2.9581673    -6.952836     -4.5291357
   -3.4361198    -5.9558434    -3.6014514    -2.7125955    -5.2640877
   -4.5179505    -4.5440288    -5.87157      -3.7796922    -2.6714537
   -3.1529605    -1.224485     -0.56919485   -1.9340681    -0.79246134]",akash
769,"[-4.2660550e+02  1.7355968e+02 -1.7483208e+01 -4.0493350e+00
  2.8261063e+01 -1.1502988e+01 -1.2547072e+01  1.6852949e+00
 -1.2927197e+01 -9.3489866e+00 -1.2049215e+00 -1.0162813e+01
 -5.4441614e+00  3.4374267e-01 -6.8565426e+00 -2.9715734e+00
  1.1092054e+00 -5.5248723e+00 -2.6532645e+00  7.9803407e-01
 -5.7958107e+00 -5.4287701e+00 -2.2777023e+00 -5.3406906e+00
 -3.9033976e+00 -2.1570268e+00 -6.0309234e+00 -5.1982527e+00
 -2.4749861e+00 -4.4316244e+00 -4.2649131e+00 -2.9132886e+00
 -4.5933313e+00 -4.7416081e+00 -4.0032105e+00 -4.9459701e+00
 -4.6061969e+00 -3.7492025e+00 -3.5632401e+00 -2.4036684e+00]",akash
770,"[-4.2028955e+02  1.7586140e+02 -3.0797754e+01 -4.1444459e+00
  2.5617111e+01 -2.4473173e+01 -1.5566089e+01  3.7361393e+00
 -1.7024061e+01 -1.0019236e+01  2.3245215e+00 -9.4695654e+00
 -4.6792512e+00  2.2661741e+00 -6.7365055e+00 -4.3189449e+00
 -6.1870325e-01 -7.3133459e+00 -5.9952435e+00 -3.7588000e+00
 -6.9802232e+00 -4.4569263e+00 -3.9170930e+00 -7.4208007e+00
 -4.7064152e+00 -3.0105650e+00 -5.7488174e+00 -5.6590915e+00
 -5.5684199e+00 -6.1199627e+00 -4.2866774e+00 -3.7234979e+00
 -3.9196365e+00 -2.9253986e+00 -3.1508172e+00 -2.8915491e+00
 -1.2327329e+00  7.3304996e-02  2.6292191e+00  4.6110320e+00]",akash
771,"[-4.2163531e+02  1.7252312e+02 -2.3410110e+01 -3.3307519e+00
  2.6398081e+01 -1.8031317e+01 -1.4498148e+01  1.3546411e+00
 -1.4959153e+01 -9.9350080e+00 -9.7110051e-01 -9.3911514e+00
 -4.3920159e+00  3.6536828e-01 -5.7321162e+00 -2.3301170e+00
 -9.6255213e-01 -6.0357656e+00 -3.2816966e+00 -3.5226076e+00
 -7.5889468e+00 -3.9064376e+00 -2.8304563e+00 -6.0125260e+00
 -4.6514907e+00 -4.5595465e+00 -5.2530980e+00 -2.8854458e+00
 -3.9200723e+00 -5.8039579e+00 -4.4821730e+00 -5.1355772e+00
 -5.6178184e+00 -3.7050982e+00 -3.8298593e+00 -3.8268421e+00
 -2.3525910e+00 -2.9312985e+00 -3.3618717e+00 -1.9960999e+00]",akash
772,"[ 6.3675330e+02  1.8855061e+02 -2.6344843e+01  1.5377230e+01
  4.6381027e+01 -1.6673710e+01 -1.0326856e+01  1.2371854e+01
 -7.5263033e+00 -4.9834089e+00 -3.6471121e-02 -1.0385075e+01
 -2.1729791e+00 -2.1879788e-01 -8.9938583e+00 -1.5194324e+00
 -5.1137447e-01 -7.2140284e+00 -8.8897634e-01 -1.4587489e+00
 -8.5641041e+00 -4.1176233e+00 -2.8850067e+00 -6.3743653e+00
 -3.7948992e+00 -4.5193129e+00 -5.9808645e+00 -2.4213364e+00
 -3.6093581e+00 -5.7810211e+00 -3.8554809e+00 -5.3324895e+00
 -6.4548025e+00 -3.8000686e+00 -3.7712991e+00 -4.1277084e+00
 -2.9142404e+00 -3.6443264e+00 -3.8789237e+00 -3.0302110e+00]",akash
773,"[-389.27902    190.62065    -22.390825    13.54456     45.206196
  -14.654264   -11.071604    11.446038    -5.97954     -5.337761
   -1.2103927   -9.641268    -2.2249415   -0.8461447   -8.360826
   -1.5207382   -0.996865    -6.6404796   -0.4688351   -1.406257
   -8.293031    -4.3146057   -3.0524874   -6.223262    -4.0892663
   -4.5279865   -5.6859097   -2.816417    -3.6916304   -5.396216
   -4.2416425   -5.556251    -6.132287    -4.1530967   -4.0010324
   -3.701731    -3.0171669   -3.7750425   -3.4917579   -3.1159453]",akash
774,"[-387.85825     189.76302     -21.712128     13.571994     44.915005
  -14.392713    -11.090347     11.298892     -5.8151264    -5.3310094
   -1.2611448    -9.528554     -2.2155557    -0.8084648    -8.248428
   -1.5435284    -0.94811416   -6.5121503    -0.50605273   -1.4512743
   -8.299339     -4.3866277    -2.992686     -6.0758777    -4.1105194
   -4.582141     -5.648947     -2.8241386    -3.7266252    -5.3790236
   -4.2365994    -5.579055     -6.1195655    -4.114802     -3.9788914
   -3.650502     -2.8974764    -3.659189     -3.4305043    -3.0942452 ]",akash
775,"[-3.6060837e+02  2.1265404e+02 -2.6135059e+01  1.5543207e+01
  4.7390854e+01 -2.0499308e+01 -1.4111040e+01  1.1536539e+01
 -8.4347687e+00 -7.4784241e+00 -2.0329871e+00 -9.1853456e+00
 -8.0843829e-02  1.4245605e-01 -8.1698122e+00 -7.3967248e-01
 -1.6844976e+00 -8.0036058e+00 -1.6761758e+00 -3.6655500e+00
 -8.6665535e+00 -1.8722641e+00 -1.6820780e+00 -5.4975877e+00
 -2.6933396e+00 -4.6086516e+00 -6.2796445e+00 -2.1608219e+00
 -3.5376451e+00 -5.8743448e+00 -3.7415838e+00 -4.4018321e+00
 -5.1621747e+00 -3.7167811e+00 -4.0325418e+00 -3.5452077e+00
 -2.7901542e+00 -4.4120131e+00 -5.6520934e+00 -6.9712172e+00]",akash
776,"[-4.1154739e+02  1.8481743e+02 -2.0131380e+01  1.5302691e+01
  4.3175270e+01 -1.6426222e+01 -1.1653014e+01  8.8791876e+00
 -1.0123832e+01 -6.9854279e+00 -4.1346523e-01 -9.9948311e+00
 -3.2532294e+00 -2.8625810e-01 -7.6334333e+00 -1.5132060e+00
 -3.6864051e-01 -6.2687755e+00 -1.1751575e+00 -1.2206509e+00
 -7.0772495e+00 -4.1696172e+00 -3.5552213e+00 -5.7199254e+00
 -3.4207010e+00 -4.8921933e+00 -5.9928908e+00 -2.3708043e+00
 -3.7750514e+00 -6.0360122e+00 -4.1365037e+00 -5.3082166e+00
 -6.6168485e+00 -4.5349774e+00 -4.1650362e+00 -4.0753179e+00
 -2.9540510e+00 -3.3389990e+00 -3.3447378e+00 -2.9004180e+00]",akash
777,"[-414.03363     181.88594     -15.9019375    11.942622     45.310455
   -6.933007    -10.096523      6.495069     -7.8843684    -3.7536008
    0.85603076  -10.804319     -3.6051059     1.2127235    -8.558504
   -2.8665779     1.5768912    -6.475666     -2.646546      1.5612901
   -4.360972     -3.1319568    -1.8954542    -6.3413944    -3.512246
   -1.4177879    -5.723282     -4.911833     -2.7160623    -4.1380653
   -3.4456043    -3.2446358    -4.6447105    -3.9358954    -4.5103707
   -5.650593     -4.099955     -3.9190512    -4.4372287    -2.629089  ]",akash
778,"[-4.0485614e+02  1.8333255e+02 -2.2546659e+01  1.5403083e+01
  3.9689171e+01 -2.3285034e+01 -1.1797675e+01  1.2065658e+01
 -1.3219604e+01 -9.8771439e+00  2.1257050e+00 -9.6805334e+00
 -4.9329548e+00  1.1942189e+00 -7.1557031e+00 -3.1114616e+00
 -1.7422751e-02 -6.4683404e+00 -3.8357875e+00 -3.5441248e+00
 -8.5075979e+00 -4.3577275e+00 -2.9034219e+00 -7.2019229e+00
 -5.1113453e+00 -3.5193760e+00 -5.4993801e+00 -5.3756905e+00
 -6.4466662e+00 -6.7575378e+00 -4.4644527e+00 -4.8092365e+00
 -4.6597514e+00 -2.9255025e+00 -4.2821660e+00 -4.3641272e+00
 -1.9411997e+00 -1.3621140e+00  7.4236757e-01  3.9107244e+00]",akash
779,"[ 6.4630176e+02  1.6293401e+02 -2.4390709e+01  4.7525578e+00
  3.2429657e+01 -2.2431147e+01 -1.9200245e+01  6.4680724e+00
 -9.0824547e+00 -1.1409538e+01 -2.9587250e+00 -8.1764374e+00
 -3.7500391e+00  8.1409931e-01 -4.6798081e+00 -2.8119164e+00
 -1.9520061e+00 -6.1918807e+00 -4.0402460e+00 -4.4108720e+00
 -7.6494389e+00 -4.5049753e+00 -3.7728348e+00 -5.7462773e+00
 -3.8667967e+00 -4.4372478e+00 -5.5803914e+00 -3.1759112e+00
 -3.6214461e+00 -4.8517241e+00 -4.0201993e+00 -5.7246137e+00
 -6.2959838e+00 -3.8939309e+00 -4.0432553e+00 -4.4021163e+00
 -2.8300822e+00 -2.3747339e+00 -1.4886295e+00 -7.1636853e-03]",akash
780,"[-3.7730621e+02  1.6316762e+02 -2.0189695e+01  3.9673667e+00
  3.1316534e+01 -2.0773161e+01 -1.9962688e+01  5.6812015e+00
 -7.5216880e+00 -1.1914626e+01 -4.2074027e+00 -7.3234792e+00
 -3.8792484e+00  2.0890366e-02 -4.0590973e+00 -3.1776867e+00
 -3.0056419e+00 -5.8176413e+00 -4.0169492e+00 -4.8412256e+00
 -7.1824331e+00 -4.8254876e+00 -4.5469666e+00 -5.1425867e+00
 -3.6310854e+00 -5.1028852e+00 -5.3687887e+00 -3.0343862e+00
 -4.2062764e+00 -4.7762132e+00 -3.8950932e+00 -6.2508793e+00
 -6.4104199e+00 -3.8480406e+00 -4.3321981e+00 -4.3371220e+00
 -2.7993145e+00 -2.7763431e+00 -1.5674511e+00 -3.5855986e-02]",akash
781,"[-3.7831046e+02  1.6384169e+02 -2.0807508e+01  3.9502895e+00
  3.1284052e+01 -2.1072935e+01 -1.9994572e+01  5.6996217e+00
 -7.4807496e+00 -1.1672778e+01 -4.0670981e+00 -7.4290824e+00
 -3.8876371e+00  1.7373437e-01 -3.9455578e+00 -3.0908868e+00
 -2.8883545e+00 -5.7116666e+00 -3.9622052e+00 -4.7579532e+00
 -7.0067458e+00 -4.7536688e+00 -4.7719851e+00 -5.4168859e+00
 -3.6567917e+00 -5.0664973e+00 -5.4503598e+00 -3.0384874e+00
 -4.0631404e+00 -4.6954370e+00 -3.9276857e+00 -6.2531905e+00
 -6.3659539e+00 -3.7880974e+00 -4.2264905e+00 -4.2891774e+00
 -2.8977253e+00 -2.8452702e+00 -1.4999782e+00  2.5498340e-02]",akash
782,"[-3.70550903e+02  1.79710907e+02 -2.36325474e+01  3.16546917e+00
  3.71378860e+01 -1.93264084e+01 -2.41200542e+01  3.76669908e+00
 -4.91556692e+00 -1.01136465e+01 -5.27603102e+00 -8.44263363e+00
 -4.18275499e+00  1.76843286e-01 -3.17131495e+00 -3.96483994e+00
 -6.18230343e+00 -7.87604809e+00 -5.61684418e+00 -8.31157207e+00
 -8.59687042e+00 -2.53575706e+00 -3.43853021e+00 -5.51667595e+00
 -2.14955878e+00 -3.22937512e+00 -4.74348354e+00 -2.20171380e+00
 -3.11266494e+00 -4.13389587e+00 -3.27384686e+00 -5.76880360e+00
 -6.31048250e+00 -3.78860331e+00 -4.47468758e+00 -5.26140308e+00
 -4.58050871e+00 -4.76995230e+00 -3.64471245e+00 -3.16255593e+00]",akash
