,feature,class
41,"[-429.7436     188.21132    -41.055077    10.438875    37.07513
  -26.46528     -7.3353987    5.110193   -26.387066    -9.41402
    1.203736   -18.069353    -6.241582     2.0962365  -11.069772
   -7.5317245   -4.3947873   -8.837504    -2.9217203   -1.6897564
   -4.5240545   -1.1549588   -2.84412     -4.535002    -1.6522467
   -3.5858583   -4.1067615   -2.8392918   -6.1945186   -5.6691103
   -3.6583683   -6.5291457   -5.52709     -2.9675345   -4.8178954
   -4.623876    -3.8980896   -5.6159096   -5.032442    -4.3454266]",akash
42,"[-4.3539087e+02  1.7018974e+02 -2.3161997e+01  1.7868782e+00
  3.3715160e+01 -1.4629228e+01 -1.5251981e+01  4.6540659e-02
 -1.7011335e+01 -1.1317329e+01  1.3087448e+00 -7.8615785e+00
 -7.0058923e+00 -2.4673252e+00 -9.7204552e+00 -9.2352867e+00
 -4.6640735e+00 -6.6674485e+00 -5.9691753e+00 -3.7051599e+00
 -3.3406229e+00 -9.5880288e-01  6.2039441e-01 -6.6952461e-01
 -3.3078966e+00 -5.7045231e+00 -5.2508335e+00 -5.3421726e+00
 -7.1648879e+00 -5.1350269e+00 -3.0868797e+00 -5.3203211e+00
 -5.6775956e+00 -4.0625100e+00 -4.2033052e+00 -3.9210646e+00
 -3.7121766e+00 -4.4769816e+00 -4.4480348e+00 -4.8744226e+00]",akash
43,"[-4.3191730e+02  1.8145674e+02 -2.9142918e+01  4.2833921e-01
  3.2375263e+01 -1.5756099e+01 -6.4232216e+00  4.7653346e+00
 -2.4004803e+01 -1.4790057e+01  1.4859738e+00 -1.2198125e+01
 -9.5779409e+00 -8.6313695e-01 -8.2621889e+00 -7.1766167e+00
 -2.4106734e+00 -4.0858641e+00 -1.6428444e+00 -2.5409093e+00
 -6.4173141e+00 -3.3064942e+00 -2.4829614e+00 -4.4727154e+00
 -3.2766371e+00 -5.5544100e+00 -7.3046417e+00 -3.3627884e+00
 -1.9806483e+00 -2.6570663e+00 -2.5610023e+00 -4.8339539e+00
 -5.1211247e+00 -3.0453784e+00 -4.0718269e+00 -4.7463064e+00
 -3.9035401e+00 -4.6972466e+00 -4.3456941e+00 -3.2798941e+00]",akash
44,"[-4.3818878e+02  1.8222252e+02 -2.5860996e+01  8.5293894e+00
  3.5460499e+01 -1.9351862e+01 -9.5473633e+00  3.8788328e+00
 -2.2899088e+01 -1.3844553e+01 -4.9278003e-01 -1.3327789e+01
 -7.8671141e+00  4.0643141e-02 -8.4488478e+00 -7.2298245e+00
 -3.0866730e+00 -6.0749164e+00 -4.8672318e+00 -3.6394672e+00
 -3.8863137e+00 -1.5613480e+00 -1.8416475e+00 -3.3564970e+00
 -4.6198583e+00 -6.3353796e+00 -4.1506534e+00 -3.2698133e+00
 -5.6582508e+00 -2.7975254e+00 -1.0974602e+00 -5.4819083e+00
 -5.6783838e+00 -3.6856039e+00 -4.9162169e+00 -4.0863700e+00
 -3.1181004e+00 -4.6232672e+00 -4.5815492e+00 -4.5497150e+00]",akash
45,"[-438.34903    176.70375    -32.337746    13.350841    43.741467
  -16.707254    -7.2949433    6.2664843  -23.500275   -12.879033
    2.0370083  -13.872289    -8.54257      1.1445577   -9.142281
   -9.107331    -4.08393     -6.8817725   -5.285073    -3.5956733
   -3.344257    -0.4399264   -2.2425692   -4.0907984   -2.6142247
   -5.2051554   -5.6919813   -2.7014859   -4.092236    -4.1344047
   -2.4648688   -5.1211457   -5.592472    -3.8903484   -5.6451726
   -5.615961    -3.764556    -4.356079    -4.036422    -3.1879003]",akash
46,"[-4.2394022e+02  1.6450526e+02 -1.6317104e+01 -2.4362195e+00
  2.3464291e+01 -2.1067738e+01 -2.3098076e+01 -5.2189531e+00
 -1.3608023e+01 -6.5785208e+00  2.5127330e+00 -7.7500610e+00
 -7.7723799e+00 -3.3246040e+00 -8.3304148e+00 -8.1561346e+00
 -7.4063721e+00 -8.2803106e+00 -5.5660635e-01  2.0258009e+00
 -6.0104170e+00 -8.2592611e+00 -4.7527308e+00 -2.1334891e+00
 -3.3482516e-01 -2.9379096e+00 -6.4569244e+00 -4.8851032e+00
 -2.6977873e+00 -2.0997026e+00 -2.9681697e+00 -6.4686408e+00
 -5.7380705e+00  5.0081365e-02 -5.4649174e-01 -5.8614597e+00
 -4.1568804e+00  1.0605345e+00 -4.4806165e-01 -5.4304972e+00]",akash
47,"[-464.24432    165.1675     -26.714994     1.3026642   33.938213
  -11.445978    -8.062887     3.4373417  -18.634636   -10.720473
    2.1655245  -10.897672    -8.211157     1.1670265   -5.1538653
   -5.5656343   -2.40157     -4.953176    -3.3051045   -3.258397
   -5.733378    -2.115777    -1.3384457   -4.774198    -4.1757035
   -4.747582    -6.375206    -3.849839    -2.8232121   -4.1374655
   -3.8824143   -4.2560744   -4.7389617   -3.9894843   -3.8707108
   -3.4657362   -3.02715     -3.7883778   -3.7195444   -3.1174097]",akash
48,"[-4.3770679e+02  1.8425270e+02 -4.1770538e+01  1.6895924e+01
  4.4008270e+01 -2.4325275e+01 -5.7145171e+00  7.4309587e+00
 -2.7758722e+01 -1.2859536e+01  1.6666540e+00 -1.4593961e+01
 -5.3630147e+00  1.9521220e-01 -1.1853819e+01 -6.7700949e+00
 -3.7895782e+00 -8.3287230e+00 -2.5741608e+00 -2.2219388e+00
 -5.2922010e+00 -9.4293994e-01 -1.6820858e+00 -4.2203231e+00
 -3.5019765e+00 -5.7177496e+00 -4.7642760e+00 -2.9198391e+00
 -5.2005467e+00 -2.7662165e+00 -1.0734890e+00 -5.1800447e+00
 -4.5667028e+00 -3.3860505e+00 -5.7557812e+00 -3.8669820e+00
 -3.1683202e+00 -6.1972942e+00 -5.1735206e+00 -4.2881613e+00]",akash
49,"[-410.43216     173.64828     -35.47134       5.1502934    35.57097
  -21.102158     -9.70515       6.992492    -21.121267    -13.38127
    1.8342196   -10.085791     -6.2196035    -1.3234171   -11.18747
   -7.9041524    -3.3859935    -7.951268     -4.28266      -0.95163035
   -3.9828894    -2.753917     -1.9474583    -4.1714454    -4.816412
   -5.7024183    -5.410566     -4.1872044    -4.596184     -3.3870823
   -3.012558     -5.58723      -5.1936364    -3.948706     -5.072433
   -4.394233     -4.1133018    -6.1133695    -6.004408     -4.749934  ]",akash
50,"[-433.55197    168.68748    -44.41214     16.513557    46.384018
  -23.694134    -9.908818     7.6097383  -22.953627    -8.866779
    5.849866   -12.882705    -7.329288    -1.3689686  -12.5753355
   -4.7784863   -0.6274491  -11.628097    -5.8953047    2.86104
   -2.164654    -3.797116    -1.5441959   -2.4691992   -3.916169
   -5.3232675   -4.495668    -3.8347487   -5.4337783   -3.3236303
   -2.1920495   -6.268044    -6.1576586   -3.3367682   -3.9921815
   -3.8603294   -3.7376013   -4.5096207   -2.2747302   -1.266021 ]",akash
51,"[-436.2498      174.59874     -42.45449       7.0474954    39.692844
  -20.384438     -6.7476983     8.462498    -21.298544     -9.043065
    4.1738086   -13.442591     -6.4605737     1.5267812   -10.895463
   -7.874908     -2.5226164    -8.461344     -5.567448     -2.0602741
   -3.53487      -0.55721694   -1.4642531    -5.005657     -3.567047
   -4.14005      -4.97838      -3.4635649    -5.136069     -4.6842275
   -1.3301532    -2.857837     -4.6653666    -3.5437305    -3.9381483
   -3.657752     -2.2332788    -3.010023     -4.1227717    -4.163055  ]",akash
52,"[-4.4081497e+02  1.7225301e+02 -2.3995491e+01  1.9771680e+00
  3.1985586e+01 -1.5622567e+01 -9.9220238e+00  4.4245644e+00
 -1.9408192e+01 -1.3567299e+01  5.0395721e-01 -1.1680388e+01
 -9.4931288e+00 -3.0356550e-01 -7.3339748e+00 -7.7615757e+00
 -2.4639697e+00 -4.4370127e+00 -4.4961734e+00 -4.4185872e+00
 -6.0866795e+00 -2.7766433e+00 -5.5199355e-01 -1.5664148e+00
 -1.3418667e+00 -3.4764571e+00 -5.7681236e+00 -4.5596504e+00
 -4.8634691e+00 -5.2765884e+00 -3.2581134e+00 -3.6789200e+00
 -5.2724137e+00 -4.4231639e+00 -3.9363818e+00 -4.6395507e+00
 -4.8124814e+00 -4.4951396e+00 -3.9350471e+00 -3.4414599e+00]",akash
53,"[-3.7913519e+02  1.8987531e+02 -2.4339380e+01  1.5070072e+01
  4.2166874e+01 -1.1710406e+01 -1.0811677e+00  3.8304205e+00
 -2.3388538e+01 -6.1989584e+00  3.6722274e+00 -1.3541469e+01
 -4.3682184e+00  2.2813220e+00 -7.7997580e+00 -3.6723785e+00
 -1.0442570e+00 -4.3564749e+00 -2.6535726e-01 -2.9950838e+00
 -7.6547313e+00 -4.1277533e+00 -4.5861306e+00 -5.3787117e+00
 -3.4196033e+00 -5.8264928e+00 -4.9445210e+00 -3.1995833e+00
 -7.1733747e+00 -5.4778414e+00 -1.8596808e+00 -5.2463207e+00
 -4.9816732e+00 -2.2898612e+00 -4.7671971e+00 -5.4699779e+00
 -4.8726172e+00 -5.9991202e+00 -4.1628995e+00 -3.3974597e+00]",akash
54,"[-4.1379953e+02  1.5705280e+02 -3.2124874e+01  1.2924098e+01
  3.6407284e+01 -1.9214399e+01 -4.4187007e+00  1.0896594e+01
 -1.4962058e+01 -6.9692278e+00  3.6790359e+00 -5.9873734e+00
 -2.1163498e-01 -2.0677595e-01 -9.7865076e+00 -5.4402947e+00
 -5.6482296e+00 -9.5510235e+00 -2.9079337e+00 -1.7022847e+00
 -2.8863530e+00  2.1020238e+00  4.6533692e-01 -3.4201388e+00
 -3.2726986e+00 -6.0826182e+00 -6.6949873e+00 -4.5295701e+00
 -6.1376619e+00 -5.9892383e+00 -4.5073843e+00 -5.7585640e+00
 -4.3093729e+00 -2.4989481e+00 -4.4945679e+00 -4.6975212e+00
 -2.6378691e+00 -1.8308325e+00 -1.8522955e+00 -1.5643042e+00]",akash
55,"[-383.24783     180.01901      -8.793333      5.309163     32.9111
   -5.564758     -2.6032355     7.402172     -9.8687935    -4.0148854
    1.641179    -10.875115     -5.3949137     2.2414894    -4.930466
   -4.440607     -0.92849386   -2.493125     -1.1994604    -3.348043
   -5.915802     -1.7829934    -2.9675128    -7.4240074    -4.8831763
   -3.6120641    -4.8767323    -2.9182217    -3.55049      -6.5236874
   -6.0276623    -5.145311     -5.7454195    -5.8360734    -5.3395743
   -4.6050777    -5.0250173    -5.299493     -2.547571     -0.46828917]",akash
56,"[-397.7346      174.55377     -16.712961     -4.3389883    20.653156
  -18.226746    -10.0894        3.9467075   -15.722274    -11.5806265
   -2.563635    -12.473739     -7.6819553    -0.52318406   -6.76232
   -6.252215     -5.244025     -8.405322     -3.8548272    -2.4488182
   -6.2807627    -3.4403632    -2.013684     -4.6141486    -3.663495
   -3.9716103    -5.0118394    -3.0940464    -4.3513107    -6.202712
   -3.8737767    -3.5703552    -5.4425254    -5.257087     -4.9730225
   -4.771911     -4.2183833    -4.6180663    -4.491779     -3.83713   ]",akash
57,"[-3.9425183e+02  1.7298741e+02 -9.9906569e+00  3.7862284e+00
  2.8934038e+01 -1.4763734e+01 -1.2282251e+01  5.2245746e+00
 -1.2779623e+01 -1.2718557e+01 -3.2212099e-01 -6.0573010e+00
 -6.1266422e+00 -7.3580235e-01 -3.1951535e+00 -3.5079274e+00
 -4.2383060e+00 -5.9367733e+00 -2.3528547e+00 -3.8403420e+00
 -8.4092569e+00 -5.2701440e+00 -3.6322043e+00 -5.5250201e+00
 -3.3615327e+00 -2.9853334e+00 -5.0600753e+00 -4.0039029e+00
 -4.0245585e+00 -5.3162003e+00 -4.4853826e+00 -4.6637383e+00
 -5.2928700e+00 -4.2954941e+00 -3.9398377e+00 -3.7268329e+00
 -3.4627981e+00 -4.3402328e+00 -4.1647682e+00 -3.4061682e+00]",akash
58,"[-433.23233     160.47308      -6.414556      4.438355     20.494131
  -16.5695       -7.018438      5.216043    -12.309465     -6.8135767
    0.92212075   -8.155686     -4.2594805    -0.95085996   -6.9921503
   -3.1277845    -1.4129385    -6.1433973    -3.0789788    -2.48015
   -6.9231944    -4.5433445    -2.318416     -4.184419     -3.5544012
   -2.9690452    -3.677421     -4.005159     -5.264942     -4.757603
   -3.0643973    -4.1095824    -4.65003      -3.7226896    -4.484466
   -4.7800794    -3.6915867    -3.3580153    -2.9180353    -1.9985572 ]",akash
59,"[-3.9318964e+02  1.8285558e+02 -2.6198853e+01 -4.8376985e+00
  2.6379461e+01 -2.0621681e+01 -1.5915223e+01  8.9395821e-01
 -1.6120934e+01 -1.0144907e+01 -2.6347003e+00 -1.3052570e+01
 -5.5067911e+00  1.0689022e-01 -8.1352291e+00 -3.4896173e+00
 -1.2246284e+00 -8.0375214e+00 -3.7153904e+00 -2.1585870e+00
 -8.3355665e+00 -4.7384310e+00 -1.4523715e+00 -5.1624241e+00
 -4.8008270e+00 -4.2207212e+00 -4.9582353e+00 -2.8617871e+00
 -4.1983237e+00 -6.3893538e+00 -3.9765062e+00 -3.6838293e+00
 -4.9397740e+00 -3.7526681e+00 -4.2116532e+00 -4.6613007e+00
 -3.1961110e+00 -4.1679025e+00 -5.4251447e+00 -4.4623795e+00]",akash
60,"[-4.01956238e+02  1.73148697e+02 -2.51715069e+01  4.74782276e+00
  2.92269306e+01 -2.41640167e+01 -1.27641144e+01  7.99675751e+00
 -1.32831621e+01 -7.38071012e+00  2.61754489e+00 -1.03359995e+01
 -5.02322674e+00  2.09850073e+00 -7.12594175e+00 -6.23127079e+00
 -3.89751959e+00 -8.08403397e+00 -3.82327342e+00 -2.51382351e+00
 -6.83883047e+00 -2.64855337e+00  4.36851494e-02 -3.50367355e+00
 -3.33712626e+00 -3.28825140e+00 -4.97026682e+00 -4.49603701e+00
 -5.24352837e+00 -5.33936501e+00 -3.30521345e+00 -4.22350407e+00
 -5.42780304e+00 -4.24011803e+00 -4.26025200e+00 -4.43231964e+00
 -4.01771736e+00 -4.64497566e+00 -4.10588646e+00 -2.61906505e+00]",akash
61,"[-3.9015295e+02  1.7240842e+02 -2.7939682e+01  5.3415971e+00
  3.1559521e+01 -2.3931683e+01 -1.6209007e+01  3.1656709e+00
 -1.5611373e+01 -1.0760736e+01 -4.3697991e+00 -1.3646241e+01
 -4.4885402e+00 -3.8296947e-01 -8.9743319e+00 -4.1510677e+00
 -3.3060436e+00 -9.2300367e+00 -4.3671527e+00 -3.9207408e+00
 -8.0571499e+00 -3.7922826e+00 -2.8871834e+00 -4.9075122e+00
 -2.6610031e+00 -4.3171029e+00 -5.5322080e+00 -2.8317151e+00
 -4.9900827e+00 -6.3517575e+00 -3.5539653e+00 -4.5509086e+00
 -5.3057919e+00 -3.4728286e+00 -4.4111171e+00 -4.6610231e+00
 -3.4395571e+00 -4.5574293e+00 -5.2015915e+00 -5.1553707e+00]",akash
62,"[-4.0672977e+02  1.6638066e+02 -2.9988279e+01 -7.3573432e+00
  2.4250689e+01 -2.0152872e+01 -1.4765475e+01  2.9188774e+00
 -1.4440525e+01 -9.4605913e+00  8.2859494e-02 -1.0542817e+01
 -6.2256413e+00  7.1086228e-01 -5.2463837e+00 -3.1036642e+00
 -2.7397406e+00 -8.4411182e+00 -3.0587533e+00 -8.4871060e-01
 -7.6414270e+00 -5.5827336e+00 -1.9048984e+00 -4.4759641e+00
 -4.0528755e+00 -3.0525804e+00 -3.6989675e+00 -3.0839102e+00
 -5.2397285e+00 -6.3778315e+00 -3.2247593e+00 -3.8141177e+00
 -5.5338035e+00 -3.0198488e+00 -2.9657881e+00 -4.7112560e+00
 -3.1673820e+00 -2.5711589e+00 -3.6092765e+00 -3.1933448e+00]",akash
63,"[-4.00692200e+02  1.87887299e+02 -2.53344402e+01  4.28229189e+00
  3.35133438e+01 -1.89176102e+01 -1.12929325e+01  3.74872756e+00
 -1.77262039e+01 -9.37254906e+00 -5.20115867e-02 -1.12264166e+01
 -3.30786848e+00  1.88692057e+00 -6.51375723e+00 -2.53570819e+00
 -2.66842580e+00 -8.72008610e+00 -2.63732791e+00 -2.37017751e+00
 -8.22578907e+00 -3.80907297e+00 -2.25777817e+00 -5.28369904e+00
 -3.11628890e+00 -3.77608466e+00 -5.05030155e+00 -2.37532043e+00
 -4.15275335e+00 -5.95561886e+00 -3.59083033e+00 -4.46830177e+00
 -5.48582649e+00 -4.38023806e+00 -5.56049347e+00 -4.88032675e+00
 -3.03834963e+00 -5.11791134e+00 -5.66546392e+00 -3.72514987e+00]",akash
64,"[-4.1057733e+02  1.8167918e+02 -2.8114500e+01  9.2607756e+00
  3.5183853e+01 -2.3839588e+01 -1.4433268e+01  3.6666553e+00
 -1.7390158e+01 -9.8656864e+00 -2.6567504e+00 -1.3099739e+01
 -2.8278458e+00  6.3305724e-01 -9.7927771e+00 -3.3486898e+00
 -2.5868508e-01 -7.0864644e+00 -4.2396479e+00 -3.5299020e+00
 -6.4691029e+00 -3.5063612e+00 -3.9342396e+00 -4.8671083e+00
 -2.6795046e+00 -5.1130729e+00 -4.8470645e+00 -1.3595955e+00
 -4.1648016e+00 -4.8864751e+00 -1.8454491e+00 -4.0110016e+00
 -5.4544845e+00 -3.7255950e+00 -4.1036749e+00 -3.6600499e+00
 -3.0231528e+00 -4.4526134e+00 -4.3451838e+00 -4.1450067e+00]",akash
65,"[-4.1820035e+02  1.8860933e+02 -2.7515699e+01  1.2752230e-01
  3.2447735e+01 -1.8572283e+01 -1.2064943e+01  4.6334429e+00
 -1.6919497e+01 -1.0829983e+01  5.0067347e-01 -8.9322529e+00
 -3.5472155e+00  7.9754817e-01 -6.7194014e+00 -3.2231643e+00
 -2.9457593e+00 -8.5315638e+00 -3.7530119e+00 -3.9341052e+00
 -8.8267508e+00 -3.3586295e+00 -1.0090640e+00 -4.6897650e+00
 -3.6419215e+00 -3.8184929e+00 -4.5566721e+00 -2.2177753e+00
 -4.0444207e+00 -6.0778933e+00 -3.9968116e+00 -4.3321800e+00
 -5.0007658e+00 -4.1715651e+00 -5.6655698e+00 -5.1762667e+00
 -2.5733700e+00 -3.7098765e+00 -5.4647207e+00 -5.4222999e+00]",akash
66,"[-412.07758     165.26979     -28.378849      8.641571     33.492317
  -17.293974     -3.814135     10.768384    -11.342589     -2.3433385
    2.8743784   -10.744906     -1.2642047     1.1954226   -11.122267
   -4.811473     -1.5971359    -9.463711     -5.9488435    -3.5210226
   -6.771865     -4.236672     -3.7311156    -4.46052      -2.3746643
   -4.23359      -4.0377035    -0.51612335   -2.4371989    -4.0148554
   -3.218656     -4.845028     -3.838106     -2.713979     -5.6140623
   -4.7650332    -2.4946766    -4.5034       -4.361647     -2.2846906 ]",akash
67,"[-394.1139     180.62906      6.8825846   21.704023    33.23821
  -14.110512    -4.336926     9.971527   -11.121522    -6.6797614
    1.2812414   -9.522317    -4.191992     1.2105759   -6.640971
   -4.2204523   -2.1519341   -7.222267    -4.1957765   -2.5823097
   -5.8329244   -3.391316    -2.5344596   -4.316731    -3.0196462
   -4.591161    -5.633071    -2.4281135   -3.623762    -5.7532644
   -3.3235583   -3.695599    -5.8696666   -4.7690916   -4.2670393
   -4.712471    -3.792726    -3.0570576   -2.5520842   -2.1134796]",akash
68,"[-394.62778     172.58195     -17.283197     13.66339      32.273834
  -21.64596      -9.206846      6.2958765   -16.968166     -7.4673386
    2.8402722   -10.778144     -4.522618      2.3602822    -5.5414424
   -3.3648071    -3.6117864    -9.111859     -4.133992     -3.5356145
   -7.101731     -1.9453125    -0.57322407   -3.1939142    -1.7313709
   -3.6650417    -4.8083444    -1.4594909    -3.0751355    -5.3209276
   -4.0383677    -5.659314     -6.7344112    -5.622367     -6.6146564
   -6.2324567    -5.097562     -5.996198     -4.5549417    -2.6996007 ]",akash
69,"[-391.8606     178.69661    -19.236494     8.696626    31.820814
  -19.232878    -8.272933     7.863061   -13.447773    -4.750506
    4.145415   -10.3373785   -6.0014143   -0.7046458   -7.981287
   -4.05382     -3.157723    -7.9310107   -2.116884    -2.1221662
   -8.002619    -4.3869076   -3.259852    -5.121417    -1.5322049
   -2.8774533   -5.789926    -2.168742    -2.1937096   -5.1377645
   -4.2193203   -4.8063912   -6.1508055   -5.0181174   -4.9986854
   -5.2438483   -4.80931     -4.991402    -3.81523     -2.6306155]",akash
70,"[-394.9396      180.16153     -28.047636      4.9312205    28.061716
  -22.497272     -8.297571      2.6918075   -17.971882     -2.2731078
    3.2388875   -12.884949     -3.1832144     0.46515524   -8.424255
   -1.6595119    -2.3575728    -7.7215333    -0.5012971    -2.6749158
   -7.632091     -1.9693911    -3.5030844    -5.435335     -1.0973645
   -5.313621     -7.3557596    -1.8062631    -3.4595246    -4.8887367
   -2.207602     -5.1218376    -6.24089      -3.8637059    -5.4359035
   -5.4004273    -3.9677298    -4.915406     -3.1442888    -1.9683366 ]",akash
71,"[-3.9185782e+02  1.8178188e+02 -2.7176052e+01  4.9639850e+00
  2.8907434e+01 -2.5721428e+01 -1.2151089e+01  6.1677036e+00
 -1.5880513e+01 -6.6117845e+00  1.9521830e+00 -1.2371988e+01
 -5.4147005e+00  8.6702913e-01 -7.5366673e+00 -4.5626736e+00
 -3.2764661e+00 -5.9221854e+00 -3.5670629e-01 -3.3377891e+00
 -8.4845772e+00 -2.4452984e+00 -3.1253288e+00 -7.6365876e+00
 -4.2296410e+00 -4.8595314e+00 -6.8544035e+00 -3.1967728e+00
 -3.5550332e+00 -5.2658672e+00 -3.6995420e+00 -4.9423676e+00
 -5.6923165e+00 -4.0915160e+00 -4.4788418e+00 -3.8212984e+00
 -3.1527290e+00 -4.8607221e+00 -3.4798687e+00 -1.1710395e+00]",akash
72,"[-417.05078     151.86946      -4.9413266     9.302147     26.104527
  -13.2696905    -7.1299615     6.1884933    -9.402196     -3.9703257
    3.2537866    -7.6338835    -4.328944      0.42429549   -6.179863
   -2.9062114    -0.8940054    -7.92083      -5.8597507    -3.128681
   -7.828173     -7.112354     -4.5308375    -5.2679167    -3.880789
   -4.700915     -7.2035623    -4.906656     -3.700029     -5.3405457
   -4.3880067    -3.9335835    -5.3546877    -5.258109     -4.565304
   -3.6544032    -2.9249668    -3.685048     -2.838985     -0.43468326]",akash
73,"[-3.8592194e+02  1.7183311e+02 -1.6461773e+01  1.4474522e+01
  3.6197178e+01 -1.7176208e+01 -9.8450241e+00  6.7462764e+00
 -1.0591155e+01 -4.1767755e+00  1.3411916e+00 -9.1949482e+00
 -3.2917173e+00 -1.0086200e+00 -6.7598519e+00 -1.6146687e+00
 -3.3711038e+00 -7.3233719e+00  2.2157127e-01 -1.5426435e+00
 -7.7016511e+00 -2.3463519e+00 -8.9516127e-01 -4.4504213e+00
 -3.3841264e+00 -3.9391325e+00 -4.1177316e+00 -2.0985451e+00
 -3.9240179e+00 -4.8721924e+00 -4.5884838e+00 -7.4400029e+00
 -6.8638711e+00 -3.9180191e+00 -4.9695306e+00 -5.3351974e+00
 -4.0714231e+00 -3.7760835e+00 -1.6180552e+00  2.8536719e-01]",akash
74,"[-416.6682      170.90002     -13.520902     25.414337     41.068584
  -17.312681     -1.0886545    16.891624     -9.21589      -3.9327364
    4.068778     -7.669623     -2.5826254    -1.8056549    -7.760798
    1.199596     -1.3207058    -9.936258     -1.3314422    -0.91799915
   -8.202583     -2.068347     -0.45780382   -6.8132124    -5.823684
   -5.221776     -6.501158     -3.849556     -3.4213724    -4.0014544
   -3.625371     -5.65077      -4.7618637    -2.0226593    -3.8574517
   -4.613048     -2.5880861    -2.5354757    -2.1960375    -1.5099418 ]",akash
75,"[-4.24125305e+02  1.65720947e+02 -2.65704556e+01  1.60309792e+01
  4.06038246e+01 -1.41248865e+01 -2.56429404e-01  1.65206413e+01
 -5.89339161e+00  1.14787674e+00  5.41585112e+00 -8.89518833e+00
 -3.64327359e+00 -3.63028860e+00 -9.59367847e+00  1.19409931e+00
 -4.36832719e-02 -7.72456408e+00  1.87163925e+00  1.67881000e+00
 -8.08535194e+00 -4.20049477e+00 -2.46443796e+00 -7.26242971e+00
 -5.14034414e+00 -3.19164205e+00 -3.93762517e+00 -3.36510491e+00
 -4.48743391e+00 -4.24511909e+00 -3.79089308e+00 -6.66375589e+00
 -5.27445507e+00 -1.00743687e+00 -1.34376240e+00 -2.06986904e+00
 -2.26405883e+00 -3.94131517e+00 -3.14266634e+00 -2.10297942e+00]",akash
76,"[-4.0516245e+02  1.7211618e+02 -1.9738991e+01  7.1117392e+00
  3.4291523e+01 -1.4245650e+01 -7.8342371e+00  9.0341463e+00
 -1.0621027e+01 -8.1312056e+00 -8.6125356e-01 -9.6761646e+00
 -4.6614423e+00 -8.3630466e-01 -5.1636286e+00 -2.5976849e-01
 -2.7952378e+00 -9.2834606e+00 -2.2009776e+00 -1.7309952e+00
 -8.5562696e+00 -4.7316885e+00 -3.0895586e+00 -7.3001614e+00
 -6.0814705e+00 -5.3094583e+00 -5.3373342e+00 -2.6638010e+00
 -3.9321518e+00 -5.5368176e+00 -4.4366307e+00 -6.8299851e+00
 -8.0307579e+00 -5.7720938e+00 -6.4369140e+00 -6.2631683e+00
 -3.9452856e+00 -5.0491700e+00 -5.4986887e+00 -2.8648183e+00]",akash
